epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,177.732,1.57545,2.02972,1.53142,0.18793,0.07881,0.0578,0.02636,2.12841,2.92743,1.71357,0.001802,0.001802,0.001802
22,185.987,1.55594,1.98822,1.5404,0.13708,0.08406,0.0453,0.02216,2.12402,3.04964,1.69708,0.0017921,0.0017921,0.0017921
23,194.33,1.51576,1.9289,1.48893,0.18935,0.09777,0.05945,0.02864,2.14734,2.54568,1.72821,0.0017822,0.0017822,0.0017822
24,202.538,1.56841,1.9505,1.5096,0.19033,0.08932,0.05234,0.02653,2.09102,2.64262,1.71582,0.0017723,0.0017723,0.0017723
25,210.835,1.55908,2.02592,1.51437,0.19432,0.0718,0.0467,0.02459,2.0253,2.75496,1.63682,0.0017624,0.0017624,0.0017624
26,219.077,1.49953,1.97172,1.51289,0.18278,0.09107,0.06093,0.03131,2.06331,2.56402,1.64715,0.0017525,0.0017525,0.0017525
27,227.322,1.521,1.91676,1.50039,0.1939,0.10158,0.05623,0.02494,2.07976,2.77566,1.6851,0.0017426,0.0017426,0.0017426
28,235.651,1.52318,1.94571,1.49081,0.20268,0.07531,0.05576,0.028,2.01643,2.55139,1.66754,0.0017327,0.0017327,0.0017327
29,243.894,1.50062,1.90085,1.4841,0.17732,0.07706,0.05266,0.02614,2.16473,2.73702,1.73431,0.0017228,0.0017228,0.0017228
30,252.149,1.50249,1.88409,1.50544,0.21789,0.09107,0.06397,0.0313,1.97849,2.57523,1.62688,0.0017129,0.0017129,0.0017129
31,260.444,1.50253,1.89572,1.48504,0.15964,0.0845,0.05872,0.02992,2.01467,2.82416,1.66587,0.001703,0.001703,0.001703
32,268.687,1.48045,1.87499,1.46813,0.22336,0.09107,0.06233,0.03175,2.03476,2.57168,1.6166,0.0016931,0.0016931,0.0016931
33,276.928,1.4347,1.83485,1.45792,0.12329,0.11909,0.05565,0.02569,2.05146,2.80181,1.65943,0.0016832,0.0016832,0.0016832
34,285.151,1.44513,1.86672,1.46214,0.14301,0.07005,0.03764,0.01948,2.123,2.87703,1.73573,0.0016733,0.0016733,0.0016733
35,293.401,1.45268,1.82311,1.43694,0.20096,0.08056,0.06084,0.03042,2.05681,2.62975,1.64001,0.0016634,0.0016634,0.0016634
36,301.615,1.44144,1.81853,1.4516,0.20153,0.08056,0.05809,0.0272,2.00753,2.68211,1.60552,0.0016535,0.0016535,0.0016535
37,309.871,1.45534,1.81576,1.43855,0.16628,0.1296,0.07779,0.03395,2.01937,2.49445,1.64187,0.0016436,0.0016436,0.0016436
38,318.126,1.42484,1.7798,1.4457,0.17498,0.09982,0.07965,0.03867,2.02148,2.41452,1.61475,0.0016337,0.0016337,0.0016337
39,326.46,1.46397,1.80278,1.45453,0.19378,0.12259,0.07149,0.03182,2.08759,2.48474,1.65841,0.0016238,0.0016238,0.0016238
40,334.688,1.42274,1.81693,1.45674,0.21493,0.08757,0.06239,0.03208,2.0665,2.63024,1.64977,0.0016139,0.0016139,0.0016139
41,342.962,1.43116,1.80865,1.43906,0.23311,0.09282,0.07247,0.03293,2.01472,2.5875,1.61897,0.001604,0.001604,0.001604
42,351.152,1.39327,1.74658,1.41439,0.15816,0.07881,0.0415,0.02214,2.00209,2.8174,1.60329,0.0015941,0.0015941,0.0015941
43,359.354,1.41435,1.76292,1.42251,0.14302,0.11033,0.07297,0.03541,1.95871,2.39421,1.57697,0.0015842,0.0015842,0.0015842
44,367.651,1.44306,1.76187,1.42541,0.18057,0.12084,0.07632,0.03777,1.94448,2.45617,1.58804,0.0015743,0.0015743,0.0015743
45,375.966,1.39226,1.71117,1.41862,0.22009,0.13485,0.09389,0.04769,1.93335,2.40165,1.56814,0.0015644,0.0015644,0.0015644
46,384.211,1.39475,1.76269,1.41668,0.24677,0.12609,0.08907,0.04208,2.03895,2.54184,1.6055,0.0015545,0.0015545,0.0015545
47,392.52,1.40679,1.73676,1.42643,0.24305,0.17338,0.10964,0.05234,1.9062,2.45265,1.52833,0.0015446,0.0015446,0.0015446
48,401.037,1.35474,1.68357,1.39455,0.17837,0.11909,0.07751,0.04196,1.90931,2.34612,1.53573,0.0015347,0.0015347,0.0015347
49,409.299,1.401,1.70353,1.39502,0.26549,0.14011,0.10859,0.05126,1.97132,2.32952,1.57256,0.0015248,0.0015248,0.0015248
50,417.617,1.4023,1.69239,1.41044,0.26439,0.14361,0.10425,0.04941,1.98748,2.36611,1.5762,0.0015149,0.0015149,0.0015149
51,425.921,1.37911,1.66394,1.38552,0.18838,0.11559,0.07911,0.04004,1.89161,2.41366,1.52826,0.001505,0.001505,0.001505
52,434.306,1.37331,1.75671,1.4148,0.26622,0.17791,0.1257,0.05853,1.95218,2.37853,1.54056,0.0014951,0.0014951,0.0014951
53,442.633,1.39371,1.69246,1.39775,0.20427,0.10158,0.07504,0.03776,1.91525,2.54456,1.52826,0.0014852,0.0014852,0.0014852
54,450.934,1.38699,1.70134,1.40256,0.33573,0.18323,0.15168,0.06369,2.01698,2.31354,1.58575,0.0014753,0.0014753,0.0014753
55,459.255,1.3802,1.66181,1.38674,0.26165,0.16287,0.12186,0.05592,1.9706,2.45065,1.57554,0.0014654,0.0014654,0.0014654
56,467.471,1.36887,1.63364,1.39489,0.24139,0.1331,0.09467,0.04477,1.97557,2.37679,1.58003,0.0014555,0.0014555,0.0014555
57,475.67,1.38062,1.67794,1.39164,0.22923,0.16637,0.10775,0.05259,1.94273,2.35982,1.55429,0.0014456,0.0014456,0.0014456
58,483.962,1.39568,1.62024,1.36121,0.19777,0.16112,0.10161,0.04933,1.94947,2.55616,1.54427,0.0014357,0.0014357,0.0014357
59,492.174,1.34993,1.65278,1.37658,0.33308,0.20841,0.15663,0.06179,1.91783,2.40195,1.54873,0.0014258,0.0014258,0.0014258
60,500.473,1.30781,1.59481,1.37541,0.23502,0.16287,0.11704,0.05419,1.96335,2.23633,1.57042,0.0014159,0.0014159,0.0014159
61,508.735,1.35007,1.62204,1.39327,0.2766,0.17513,0.12793,0.05871,1.92302,2.31489,1.52158,0.001406,0.001406,0.001406
62,517.048,1.34008,1.59987,1.38071,0.33217,0.19264,0.15341,0.06428,1.91774,2.1311,1.52183,0.0013961,0.0013961,0.0013961
63,525.339,1.32498,1.63321,1.3759,0.32394,0.19615,0.14685,0.05956,1.93566,2.39242,1.5328,0.0013862,0.0013862,0.0013862
64,533.566,1.28255,1.60133,1.35918,0.32634,0.1944,0.14472,0.06251,1.99606,2.339,1.56688,0.0013763,0.0013763,0.0013763
65,541.882,1.34224,1.6152,1.3616,0.30244,0.22592,0.1591,0.06894,1.899,2.19592,1.52685,0.0013664,0.0013664,0.0013664
66,550.204,1.37385,1.60448,1.38339,0.37983,0.22417,0.182,0.07201,1.94795,2.19754,1.56021,0.0013565,0.0013565,0.0013565
67,558.416,1.3504,1.59748,1.3782,0.48463,0.22942,0.20573,0.08614,1.902,2.20233,1.52372,0.0013466,0.0013466,0.0013466
68,566.751,1.2737,1.55649,1.33669,0.31065,0.21016,0.15557,0.06478,1.94596,2.31026,1.56204,0.0013367,0.0013367,0.0013367
69,593.365,1.34002,1.58221,1.36542,0.32348,0.18389,0.15401,0.05947,1.91486,2.18572,1.50919,0.0013268,0.0013268,0.0013268
70,601.632,1.29934,1.50936,1.3371,0.26969,0.16988,0.12078,0.0546,1.94593,2.26484,1.50701,0.0013169,0.0013169,0.0013169
71,609.923,1.26241,1.52449,1.34202,0.28824,0.21987,0.15326,0.05548,1.95999,2.11257,1.5275,0.001307,0.001307,0.001307
72,618.165,1.36406,1.58258,1.35275,0.42308,0.22417,0.21108,0.08507,1.90427,2.20967,1.51258,0.0012971,0.0012971,0.0012971
73,649.543,1.2996,1.52763,1.34969,0.25822,0.16462,0.11894,0.05952,1.86066,2.23274,1.50773,0.0012872,0.0012872,0.0012872
74,657.777,1.29525,1.54322,1.35049,0.253,0.10158,0.09377,0.05243,1.91658,2.28629,1.55159,0.0012773,0.0012773,0.0012773
75,666.136,1.29799,1.54978,1.35224,0.2127,0.10508,0.0796,0.04045,1.97894,2.53362,1.55749,0.0012674,0.0012674,0.0012674
76,674.506,1.29907,1.53455,1.34182,0.25943,0.09807,0.08162,0.04546,1.89911,2.40486,1.52937,0.0012575,0.0012575,0.0012575
77,682.833,1.24809,1.49999,1.32822,0.24194,0.15236,0.11501,0.05595,1.90911,2.28223,1.5326,0.0012476,0.0012476,0.0012476
78,713.868,1.30368,1.52397,1.3355,0.22419,0.1326,0.10652,0.05414,1.92372,2.28203,1.54848,0.0012377,0.0012377,0.0012377
79,722.134,1.27404,1.51314,1.32588,0.31629,0.18914,0.14424,0.06794,1.85748,2.15293,1.49629,0.0012278,0.0012278,0.0012278
80,730.375,1.2701,1.47442,1.32557,0.2237,0.16287,0.11637,0.05493,1.92412,2.30075,1.51697,0.0012179,0.0012179,0.0012179
81,738.626,1.26685,1.47928,1.32792,0.45571,0.18914,0.18181,0.07454,1.93084,2.22196,1.51651,0.001208,0.001208,0.001208
82,770.225,1.26952,1.51731,1.32149,0.3453,0.21716,0.17183,0.07755,1.95632,2.22327,1.53699,0.0011981,0.0011981,0.0011981
83,778.461,1.27177,1.48498,1.31274,0.30845,0.1331,0.11491,0.05423,1.89742,2.32804,1.53345,0.0011882,0.0011882,0.0011882
84,786.749,1.30796,1.48766,1.33938,0.30651,0.22942,0.15928,0.06457,1.90981,2.23959,1.52444,0.0011783,0.0011783,0.0011783
85,795.076,1.29884,1.47034,1.3243,0.3779,0.21191,0.17961,0.07446,1.88397,2.02941,1.50729,0.0011684,0.0011684,0.0011684
86,826.353,1.22941,1.48127,1.31685,0.28335,0.2049,0.15603,0.07628,1.89718,2.1272,1.52437,0.0011585,0.0011585,0.0011585
87,834.642,1.22941,1.419,1.30474,0.35379,0.2049,0.1744,0.0769,1.87632,2.1867,1.51236,0.0011486,0.0011486,0.0011486
88,842.944,1.22603,1.47127,1.32488,0.27345,0.11559,0.09864,0.05264,1.91125,2.43338,1.52439,0.0011387,0.0011387,0.0011387
89,851.249,1.20825,1.4002,1.29787,0.20362,0.1296,0.10435,0.05408,1.94839,2.27936,1.56648,0.0011288,0.0011288,0.0011288
90,859.484,1.28949,1.4492,1.32417,0.37855,0.21443,0.18308,0.08012,1.93379,2.25803,1.5021,0.0011189,0.0011189,0.0011189
91,890.706,1.27179,1.48341,1.30813,0.22877,0.18914,0.13695,0.06651,1.90607,2.31695,1.5276,0.001109,0.001109,0.001109
92,899.06,1.27373,1.42147,1.29934,0.33393,0.20546,0.15168,0.06891,1.95547,2.19773,1.55086,0.0010991,0.0010991,0.0010991
93,907.339,1.26285,1.41598,1.31971,0.2362,0.16112,0.1259,0.06119,1.85565,2.26156,1.4808,0.0010892,0.0010892,0.0010892
94,915.631,1.25432,1.40788,1.31899,0.42449,0.25044,0.21181,0.09588,1.87754,2.06252,1.49988,0.0010793,0.0010793,0.0010793
95,946.931,1.20039,1.39574,1.28606,0.27171,0.20315,0.15995,0.07705,1.93592,2.0824,1.54625,0.0010694,0.0010694,0.0010694
96,955.225,1.21313,1.38066,1.28782,0.20688,0.15236,0.10798,0.05797,1.84702,2.25436,1.48616,0.0010595,0.0010595,0.0010595
97,963.524,1.22373,1.39137,1.28814,0.32091,0.2049,0.16147,0.07653,1.91774,2.25052,1.50517,0.0010496,0.0010496,0.0010496
98,971.899,1.23561,1.42134,1.29003,0.39897,0.22767,0.19547,0.08263,1.88401,2.11351,1.47842,0.0010397,0.0010397,0.0010397
99,980.215,1.24597,1.37765,1.27604,0.24486,0.15901,0.12435,0.06221,1.9113,2.26699,1.52455,0.0010298,0.0010298,0.0010298
100,1011.23,1.20353,1.35815,1.27519,0.33895,0.21821,0.1776,0.07727,1.96372,2.15874,1.55746,0.0010199,0.0010199,0.0010199
101,1019.53,1.21081,1.40377,1.29479,0.26657,0.16637,0.12475,0.06238,1.90681,2.27385,1.52993,0.00101,0.00101,0.00101
102,1027.83,1.21505,1.3718,1.2862,0.29044,0.19284,0.14545,0.07084,1.97921,2.31842,1.55489,0.0010001,0.0010001,0.0010001
103,1036.23,1.20397,1.36141,1.29385,0.36733,0.21366,0.19216,0.09159,1.85825,2.10408,1.50819,0.0009902,0.0009902,0.0009902
104,1067.47,1.1845,1.34767,1.2849,0.26371,0.13485,0.11881,0.06085,1.91063,2.20557,1.50133,0.0009803,0.0009803,0.0009803
105,1075.78,1.23621,1.38048,1.29476,0.41493,0.24168,0.21272,0.09184,1.897,1.95049,1.51681,0.0009704,0.0009704,0.0009704
106,1084.11,1.16317,1.31808,1.26277,0.39962,0.24168,0.21292,0.09502,1.81529,2.01158,1.45385,0.0009605,0.0009605,0.0009605
107,1092.49,1.2364,1.34438,1.27792,0.50797,0.23468,0.23673,0.10208,1.86393,2.00083,1.45886,0.0009506,0.0009506,0.0009506
108,1100.85,1.17456,1.32025,1.26949,0.44929,0.21716,0.19845,0.09287,1.82994,2.10606,1.47171,0.0009407,0.0009407,0.0009407
109,1131.8,1.19259,1.35399,1.28669,0.32157,0.27846,0.2057,0.08598,1.8667,2.06325,1.46999,0.0009308,0.0009308,0.0009308
110,1140.11,1.20247,1.3286,1.27136,0.37483,0.23818,0.20183,0.0932,1.84845,2.04899,1.49378,0.0009209,0.0009209,0.0009209
111,1148.44,1.2041,1.30788,1.25651,0.44031,0.2627,0.24154,0.10466,1.90844,1.92615,1.50881,0.000911,0.000911,0.000911
112,1156.81,1.17442,1.26962,1.26107,0.42965,0.29552,0.2505,0.10328,1.88368,1.96778,1.48099,0.0009011,0.0009011,0.0009011
113,1187.91,1.18008,1.32408,1.27306,0.4421,0.22592,0.21024,0.09297,1.75858,1.9423,1.41577,0.0008912,0.0008912,0.0008912
114,1196.21,1.24115,1.34177,1.28608,0.44417,0.28021,0.25006,0.10783,1.77391,1.91961,1.43636,0.0008813,0.0008813,0.0008813
115,1204.58,1.17325,1.30068,1.26723,0.39271,0.29947,0.2472,0.10753,1.82933,1.96369,1.48494,0.0008714,0.0008714,0.0008714
116,1212.99,1.17099,1.26105,1.24997,0.39564,0.26445,0.20571,0.09431,1.79207,1.85644,1.45759,0.0008615,0.0008615,0.0008615
117,1221.22,1.1648,1.28087,1.27116,0.37282,0.28897,0.24543,0.11112,1.76668,1.83904,1.41445,0.0008516,0.0008516,0.0008516
118,1252.33,1.21799,1.30551,1.2609,0.36931,0.16112,0.14117,0.07188,1.84195,2.0144,1.47445,0.0008417,0.0008417,0.0008417
119,1260.6,1.13811,1.2852,1.26026,0.26864,0.18389,0.1521,0.07437,1.89255,2.0708,1.47654,0.0008318,0.0008318,0.0008318
120,1268.85,1.1749,1.29691,1.25716,0.27936,0.16988,0.13529,0.06724,1.84495,2.04391,1.46445,0.0008219,0.0008219,0.0008219
121,1277.16,1.20071,1.32026,1.26073,0.28412,0.21716,0.16555,0.0795,1.83047,2.00114,1.46364,0.000812,0.000812,0.000812
122,1308.59,1.1373,1.26553,1.23981,0.41149,0.22242,0.19761,0.08191,1.86066,1.95445,1.46247,0.0008021,0.0008021,0.0008021
123,1316.98,1.12264,1.23645,1.24438,0.36095,0.23993,0.19225,0.09049,1.80008,1.95626,1.46389,0.0007922,0.0007922,0.0007922
124,1325.33,1.11593,1.19894,1.24021,0.46307,0.26584,0.24128,0.10503,1.81497,1.88336,1.44658,0.0007823,0.0007823,0.0007823
125,1333.69,1.16356,1.24033,1.24617,0.35906,0.26445,0.21833,0.10276,1.77823,1.80528,1.43106,0.0007724,0.0007724,0.0007724
126,1342.06,1.13854,1.20928,1.23179,0.30341,0.22242,0.17191,0.08041,1.80248,2.0008,1.45516,0.0007625,0.0007625,0.0007625
127,1372.92,1.14142,1.2363,1.23395,0.36254,0.23904,0.20801,0.10103,1.73401,1.90843,1.42093,0.0007526,0.0007526,0.0007526
128,1381.25,1.1677,1.22235,1.22422,0.31795,0.15061,0.13942,0.06931,1.84366,1.98397,1.49716,0.0007427,0.0007427,0.0007427
129,1389.55,1.14354,1.22012,1.25134,0.36609,0.24343,0.22815,0.10127,1.79506,1.7659,1.44826,0.0007328,0.0007328,0.0007328
130,1397.94,1.15767,1.24336,1.23282,0.2915,0.20841,0.16991,0.08324,1.81404,1.85464,1.44457,0.0007229,0.0007229,0.0007229
131,1429.11,1.13328,1.21899,1.2221,0.50941,0.28021,0.26911,0.11682,1.77794,1.83749,1.42201,0.000713,0.000713,0.000713
132,1437.49,1.13517,1.2125,1.23817,0.45774,0.28237,0.25916,0.11645,1.739,1.78099,1.42187,0.0007031,0.0007031,0.0007031
133,1445.83,1.13122,1.20711,1.23944,0.30518,0.16988,0.14518,0.07545,1.76876,2.14993,1.41239,0.0006932,0.0006932,0.0006932
134,1454.17,1.12536,1.18889,1.20725,0.48202,0.24869,0.23883,0.11086,1.81722,1.92903,1.45464,0.0006833,0.0006833,0.0006833
135,1462.49,1.13268,1.18471,1.22843,0.29691,0.16462,0.14569,0.07319,1.83897,2.12921,1.47397,0.0006734,0.0006734,0.0006734
136,1493.44,1.15194,1.20788,1.23146,0.49833,0.30648,0.29509,0.1281,1.74083,1.76466,1.40564,0.0006635,0.0006635,0.0006635
137,1501.75,1.13357,1.20837,1.22941,0.41912,0.27145,0.24506,0.11473,1.78167,1.85786,1.43992,0.0006536,0.0006536,0.0006536
138,1510.03,1.15,1.2308,1.23613,0.40699,0.2662,0.2237,0.10663,1.78826,1.83366,1.42016,0.0006437,0.0006437,0.0006437
139,1518.36,1.13779,1.19239,1.22462,0.33159,0.23117,0.18505,0.09125,1.80448,1.94812,1.44509,0.0006338,0.0006338,0.0006338
140,1549.78,1.07883,1.11685,1.20882,0.44178,0.29072,0.2469,0.10714,1.77742,1.78637,1.43213,0.0006239,0.0006239,0.0006239
141,1558.07,1.08899,1.15638,1.20824,0.37635,0.23292,0.19798,0.09229,1.83776,1.99773,1.46044,0.000614,0.000614,0.000614
142,1566.45,1.11481,1.18169,1.23296,0.5171,0.31524,0.28514,0.12518,1.75924,1.75559,1.41759,0.0006041,0.0006041,0.0006041
143,1574.84,1.11136,1.17497,1.20868,0.49155,0.27671,0.25818,0.10833,1.77995,1.75876,1.42536,0.0005942,0.0005942,0.0005942
144,1583.24,1.08755,1.15503,1.21449,0.51108,0.29772,0.2869,0.12053,1.83693,1.8231,1.4494,0.0005843,0.0005843,0.0005843
145,1591.6,1.097,1.18938,1.22371,0.56435,0.30298,0.29336,0.12677,1.77636,1.8157,1.42317,0.0005744,0.0005744,0.0005744
146,1599.96,1.09711,1.16937,1.20777,0.45714,0.29247,0.26644,0.11882,1.78978,1.7781,1.42608,0.0005645,0.0005645,0.0005645
147,1608.52,1.08926,1.12892,1.21052,0.49992,0.30648,0.2834,0.12429,1.82993,1.73119,1.45645,0.0005546,0.0005546,0.0005546
148,1616.84,1.08599,1.11776,1.20294,0.4808,0.29247,0.28182,0.12546,1.78049,1.72723,1.4437,0.0005447,0.0005447,0.0005447
149,1625.16,1.07211,1.13209,1.21515,0.46777,0.3063,0.27393,0.12751,1.75557,1.74599,1.42307,0.0005348,0.0005348,0.0005348
150,1633.51,1.08833,1.13658,1.21188,0.51375,0.28546,0.28547,0.12392,1.76232,1.7532,1.41779,0.0005249,0.0005249,0.0005249
151,1641.95,1.12269,1.15322,1.20995,0.51274,0.25919,0.24902,0.11484,1.77876,1.82218,1.41369,0.000515,0.000515,0.000515
152,1650.35,1.11027,1.10772,1.20221,0.5274,0.31699,0.30139,0.12981,1.79288,1.71458,1.43803,0.0005051,0.0005051,0.0005051
153,1658.74,1.06198,1.10122,1.18306,0.40923,0.28196,0.24883,0.11201,1.79179,1.74722,1.43222,0.0004952,0.0004952,0.0004952
154,1667.09,1.07829,1.09574,1.20716,0.48538,0.27671,0.26581,0.12299,1.74455,1.69305,1.40993,0.0004853,0.0004853,0.0004853
155,1675.42,1.06476,1.10378,1.20133,0.46077,0.29482,0.28634,0.13347,1.74727,1.71026,1.41433,0.0004754,0.0004754,0.0004754
156,1683.77,1.05646,1.1097,1.21597,0.45169,0.28897,0.2703,0.11844,1.74579,1.74949,1.40346,0.0004655,0.0004655,0.0004655
157,1692.23,1.04564,1.11036,1.2022,0.44946,0.28546,0.2747,0.12927,1.72204,1.73001,1.39419,0.0004556,0.0004556,0.0004556
158,1700.67,1.06822,1.11683,1.19481,0.45505,0.2627,0.25347,0.11928,1.72653,1.73434,1.40679,0.0004457,0.0004457,0.0004457
159,1709.13,1.04344,1.11146,1.1983,0.45014,0.26094,0.2508,0.12118,1.68904,1.69801,1.40038,0.0004358,0.0004358,0.0004358
160,1717.48,1.08124,1.09786,1.19106,0.49408,0.31524,0.30048,0.13039,1.75966,1.6762,1.42805,0.0004259,0.0004259,0.0004259
161,1725.87,1.1061,1.1084,1.20202,0.47296,0.32574,0.29466,0.12989,1.76354,1.72168,1.42949,0.000416,0.000416,0.000416
162,1734.19,1.03366,1.06568,1.18165,0.47978,0.24168,0.25025,0.12016,1.74042,1.72356,1.42664,0.0004061,0.0004061,0.0004061
163,1742.55,1.03355,1.08299,1.17797,0.42699,0.25744,0.24841,0.11815,1.77074,1.77016,1.43904,0.0003962,0.0003962,0.0003962
164,1750.87,1.00639,1.06473,1.18549,0.47341,0.2897,0.28548,0.12933,1.73824,1.67749,1.41032,0.0003863,0.0003863,0.0003863
165,1759.26,1.02885,1.08188,1.18751,0.49323,0.31533,0.29304,0.13242,1.78082,1.70891,1.42718,0.0003764,0.0003764,0.0003764
166,1767.62,1.04689,1.08398,1.18452,0.45215,0.28041,0.27088,0.1295,1.72795,1.69752,1.398,0.0003665,0.0003665,0.0003665
167,1776.08,1.03749,1.04795,1.16816,0.4597,0.30998,0.2857,0.12657,1.76755,1.70543,1.43377,0.0003566,0.0003566,0.0003566
168,1784.45,1.04469,1.05179,1.18028,0.47881,0.30408,0.28727,0.13152,1.72956,1.67646,1.41734,0.0003467,0.0003467,0.0003467
169,1792.86,1.04716,1.04695,1.17689,0.5229,0.28546,0.28376,0.12835,1.70689,1.6838,1.40417,0.0003368,0.0003368,0.0003368
170,1801.26,1.05167,1.05036,1.1682,0.46457,0.30298,0.2803,0.13217,1.68703,1.62442,1.39691,0.0003269,0.0003269,0.0003269
171,1809.7,1.00459,1.05156,1.17488,0.4541,0.28722,0.26239,0.12321,1.69563,1.69789,1.39633,0.000317,0.000317,0.000317
172,1818.17,1.04239,1.06893,1.18806,0.45297,0.24363,0.24434,0.11454,1.6744,1.72642,1.38808,0.0003071,0.0003071,0.0003071
173,1826.64,1.02839,1.06114,1.17451,0.47737,0.29114,0.28456,0.13143,1.71809,1.65235,1.40051,0.0002972,0.0002972,0.0002972
174,1835.01,1.0122,1.03004,1.17872,0.5155,0.29441,0.29502,0.13534,1.72379,1.64864,1.3969,0.0002873,0.0002873,0.0002873
175,1843.46,1.03922,1.05343,1.18021,0.47461,0.31173,0.29122,0.12889,1.78317,1.71874,1.4303,0.0002774,0.0002774,0.0002774
176,1851.91,0.99001,1.00778,1.16634,0.42868,0.26445,0.24912,0.11937,1.75581,1.72774,1.42839,0.0002675,0.0002675,0.0002675
177,1860.31,1.06361,1.05835,1.17287,0.45195,0.27145,0.25999,0.11961,1.74217,1.69611,1.4101,0.0002576,0.0002576,0.0002576
178,1868.69,1.00465,1.03264,1.16092,0.47354,0.23468,0.23927,0.11346,1.75894,1.6951,1.41181,0.0002477,0.0002477,0.0002477
179,1877.16,1.00248,1.02352,1.16917,0.41915,0.28722,0.26556,0.12163,1.74458,1.6651,1.39746,0.0002378,0.0002378,0.0002378
180,1885.6,1.03736,1.05113,1.18112,0.41958,0.28021,0.2675,0.1241,1.76847,1.66074,1.40674,0.0002279,0.0002279,0.0002279
181,1893.97,0.99938,1.03218,1.16808,0.45031,0.25744,0.25458,0.12049,1.75075,1.66657,1.41527,0.000218,0.000218,0.000218
182,1902.33,1.02055,1.00046,1.15225,0.48694,0.27671,0.27228,0.12256,1.73298,1.65792,1.41223,0.0002081,0.0002081,0.0002081
183,1910.8,1.01646,1.025,1.1705,0.48475,0.26445,0.26452,0.12054,1.75848,1.69331,1.41607,0.0001982,0.0001982,0.0001982
184,1919.2,1.03774,1.03669,1.18947,0.51252,0.25962,0.26389,0.12516,1.76015,1.68014,1.40915,0.0001883,0.0001883,0.0001883
185,1927.73,1.02207,1.0095,1.16657,0.46924,0.28371,0.27375,0.1273,1.7435,1.67526,1.39714,0.0001784,0.0001784,0.0001784
