epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,5704.27,1.74784,2.12841,1.48028,0.40556,0.22936,0.21194,0.09135,2.10992,2.79591,1.63538,0.001505,0.001505,0.001505
52,5816.42,1.69534,2.1145,1.46452,0.35562,0.19577,0.17886,0.08596,2.04843,3.23159,1.64206,0.0014951,0.0014951,0.0014951
53,5927.57,1.70655,2.1301,1.47297,0.32499,0.15291,0.14387,0.06747,2.06207,3.293,1.65652,0.0014852,0.0014852,0.0014852
54,6040.32,1.76957,2.14367,1.47281,0.37812,0.2315,0.21112,0.0968,2.03535,3.06306,1.58384,0.0014753,0.0014753,0.0014753
55,6152.14,1.73935,2.1208,1.46219,0.33065,0.20642,0.18507,0.08472,2.0614,3.31794,1.62529,0.0014654,0.0014654,0.0014654
56,6263.9,1.70999,2.11689,1.4501,0.41275,0.20795,0.18912,0.08111,2.12414,3.15981,1.65104,0.0014555,0.0014555,0.0014555
57,6375.74,1.74394,2.11223,1.45876,0.3211,0.18502,0.16549,0.07806,2.06263,3.10468,1.60625,0.0014456,0.0014456,0.0014456
58,6488.31,1.74343,2.08833,1.45654,0.37501,0.23547,0.2027,0.09035,1.94644,3.11034,1.56999,0.0014357,0.0014357,0.0014357
59,6600.37,1.68974,2.10631,1.45693,0.34957,0.2263,0.18844,0.0873,2.05325,2.77539,1.59965,0.0014258,0.0014258,0.0014258
60,6711.67,1.67835,2.0503,1.45058,0.36876,0.20031,0.19768,0.09237,2.03346,2.74873,1.63009,0.0014159,0.0014159,0.0014159
61,6822.9,1.71566,2.03876,1.45427,0.37488,0.24771,0.20774,0.08622,2.16313,2.86067,1.67063,0.001406,0.001406,0.001406
62,6934.52,1.70082,2.05472,1.44144,0.44075,0.24159,0.22369,0.09821,2.00663,2.78583,1.6333,0.0013961,0.0013961,0.0013961
63,7047.69,1.64595,2.04887,1.45935,0.42483,0.21101,0.21797,0.09195,1.99502,3.06087,1.59022,0.0013862,0.0013862,0.0013862
64,7161.61,1.69228,2.01148,1.43704,0.43616,0.22171,0.23164,0.09643,1.95998,2.78793,1.59217,0.0013763,0.0013763,0.0013763
65,7276.3,1.70593,2.05166,1.44702,0.43226,0.25076,0.23718,0.10274,1.8759,2.98628,1.5457,0.0013664,0.0013664,0.0013664
66,7392.05,1.73125,2.01654,1.42961,0.42802,0.21713,0.2249,0.09925,2.03588,2.66039,1.5981,0.0013565,0.0013565,0.0013565
67,7507.14,1.68266,2.02723,1.44214,0.44817,0.23242,0.23615,0.10515,1.93698,2.88874,1.57052,0.0013466,0.0013466,0.0013466
68,7622.75,1.69702,2.01565,1.44478,0.35565,0.22018,0.20687,0.09386,2.06568,2.74488,1.65356,0.0013367,0.0013367,0.0013367
69,7737.02,1.64178,2.03266,1.44403,0.48034,0.2332,0.24026,0.11293,2.0647,2.80635,1.64767,0.0013268,0.0013268,0.0013268
70,7851.7,1.63938,1.98695,1.43685,0.39495,0.21859,0.21589,0.09712,2.02309,2.75774,1.58394,0.0013169,0.0013169,0.0013169
71,7967.81,1.66416,1.94772,1.40355,0.39446,0.24312,0.23093,0.10581,1.97746,2.72615,1.56968,0.001307,0.001307,0.001307
72,8082.28,1.69805,1.97704,1.42532,0.4757,0.25535,0.2521,0.11535,2.00862,2.49415,1.60579,0.0012971,0.0012971,0.0012971
73,8197.18,1.66731,1.94725,1.41338,0.4967,0.23394,0.24262,0.10703,1.96086,2.69485,1.57461,0.0012872,0.0012872,0.0012872
74,8311.74,1.64339,1.95175,1.40646,0.48759,0.23394,0.23968,0.11078,1.97657,2.62046,1.54346,0.0012773,0.0012773,0.0012773
75,8425.68,1.62887,1.93882,1.41751,0.40921,0.25229,0.21171,0.09349,1.98908,2.77331,1.60198,0.0012674,0.0012674,0.0012674
76,8539.93,1.66876,1.98123,1.43407,0.54832,0.25076,0.28125,0.12591,1.97902,2.5458,1.58732,0.0012575,0.0012575,0.0012575
77,8654.01,1.61038,1.91176,1.40396,0.43928,0.25755,0.25095,0.10931,2.008,2.60605,1.62503,0.0012476,0.0012476,0.0012476
78,8767.44,1.64177,1.93578,1.421,0.43001,0.23394,0.23907,0.10786,1.98617,2.61507,1.59656,0.0012377,0.0012377,0.0012377
79,8880.88,1.6385,1.92127,1.43084,0.47894,0.24618,0.25533,0.11002,2.09715,2.63856,1.71016,0.0012278,0.0012278,0.0012278
80,8994.95,1.63103,1.90473,1.41492,0.51767,0.22483,0.24665,0.10942,1.98586,2.62391,1.58707,0.0012179,0.0012179,0.0012179
81,9108.38,1.63809,1.93223,1.42031,0.39592,0.22477,0.21563,0.09942,2.12921,2.60885,1.69234,0.001208,0.001208,0.001208
82,9221.9,1.60281,1.87896,1.39602,0.50063,0.27676,0.28518,0.1301,2.04969,2.56913,1.62997,0.0011981,0.0011981,0.0011981
83,9335.42,1.61238,1.89923,1.40011,0.55075,0.25382,0.27935,0.12742,1.96922,2.40981,1.60923,0.0011882,0.0011882,0.0011882
84,9449.78,1.61728,1.868,1.39919,0.36443,0.24618,0.23329,0.11127,1.99294,2.94384,1.61061,0.0011783,0.0011783,0.0011783
85,9564.04,1.57777,1.84844,1.39488,0.57715,0.26147,0.30806,0.14019,1.98262,2.59342,1.58517,0.0011684,0.0011684,0.0011684
86,9679.05,1.62532,1.87632,1.4023,0.52569,0.2576,0.27705,0.12862,1.99511,2.49761,1.59385,0.0011585,0.0011585,0.0011585
87,9793.74,1.61938,1.90428,1.3952,0.44292,0.24159,0.25349,0.11847,1.9661,2.42111,1.59224,0.0011486,0.0011486,0.0011486
88,9908.42,1.58513,1.87086,1.39008,0.52498,0.26453,0.26317,0.11763,1.96208,2.56788,1.55225,0.0011387,0.0011387,0.0011387
89,10023.2,1.58179,1.81014,1.37776,0.53205,0.28746,0.30052,0.13323,1.9516,2.49517,1.58059,0.0011288,0.0011288,0.0011288
90,10137.7,1.58837,1.80887,1.36451,0.49174,0.27676,0.29911,0.13843,1.92151,2.39284,1.57355,0.0011189,0.0011189,0.0011189
91,10252.2,1.56414,1.84435,1.38684,0.47007,0.30428,0.29427,0.13369,1.91776,2.51961,1.55462,0.001109,0.001109,0.001109
92,10367.3,1.59056,1.83793,1.3968,0.53131,0.28774,0.3166,0.14256,1.88587,3.03108,1.52922,0.0010991,0.0010991,0.0010991
93,10482.7,1.59238,1.80336,1.37276,0.51373,0.24465,0.27571,0.12342,2.05423,2.26589,1.66559,0.0010892,0.0010892,0.0010892
94,10597.5,1.55709,1.81782,1.39065,0.48249,0.28287,0.29301,0.13393,1.93507,2.43105,1.5494,0.0010793,0.0010793,0.0010793
95,10720.4,1.58824,1.79909,1.37108,0.61298,0.25671,0.28847,0.13769,1.94311,2.6157,1.59238,0.0010694,0.0010694,0.0010694
96,10843.2,1.54822,1.75717,1.38184,0.52315,0.27679,0.29549,0.13697,1.8971,2.51523,1.53602,0.0010595,0.0010595,0.0010595
97,10965.7,1.54497,1.7675,1.3648,0.52797,0.27523,0.30353,0.14127,1.8839,2.33478,1.51092,0.0010496,0.0010496,0.0010496
98,11088.1,1.56975,1.76539,1.37489,0.53158,0.27829,0.30512,0.14518,1.90662,2.4017,1.53523,0.0010397,0.0010397,0.0010397
99,11210.7,1.52791,1.72253,1.35163,0.48392,0.2737,0.29893,0.1372,1.80328,2.60029,1.51584,0.0010298,0.0010298,0.0010298
100,11332.6,1.55025,1.72677,1.36959,0.57725,0.26606,0.30494,0.14219,1.95373,2.51065,1.55808,0.0010199,0.0010199,0.0010199
101,11454.7,1.55763,1.73741,1.35492,0.55313,0.29205,0.31118,0.14468,1.89685,2.33119,1.55062,0.00101,0.00101,0.00101
102,11577.4,1.55905,1.74188,1.35376,0.63178,0.24771,0.29168,0.13412,1.93454,2.55182,1.55432,0.0010001,0.0010001,0.0010001
103,11699.4,1.54599,1.75543,1.38159,0.48234,0.29817,0.31046,0.14195,1.9256,2.33037,1.54568,0.0009902,0.0009902,0.0009902
104,11821.2,1.5276,1.7054,1.35367,0.53309,0.29678,0.316,0.14531,1.87226,2.53044,1.51059,0.0009803,0.0009803,0.0009803
105,11943.7,1.54588,1.75393,1.3626,0.56318,0.28899,0.31429,0.14447,1.96095,2.55736,1.56458,0.0009704,0.0009704,0.0009704
106,12065.4,1.50083,1.64943,1.33899,0.58744,0.28746,0.31792,0.14479,1.87416,2.61074,1.51275,0.0009605,0.0009605,0.0009605
107,12186.9,1.51567,1.65125,1.33641,0.5001,0.29664,0.3035,0.14457,1.89857,2.67111,1.54938,0.0009506,0.0009506,0.0009506
108,12309.2,1.5426,1.73296,1.35522,0.62477,0.27523,0.31988,0.1491,1.97231,2.41821,1.55825,0.0009407,0.0009407,0.0009407
109,12430.9,1.51746,1.67162,1.33751,0.60482,0.28593,0.3297,0.14568,2.02394,2.47921,1.60061,0.0009308,0.0009308,0.0009308
110,12548.1,1.49466,1.65651,1.34276,0.57337,0.31498,0.33762,0.15684,1.91003,2.3078,1.54494,0.0009209,0.0009209,0.0009209
111,12663.6,1.54807,1.69777,1.37162,0.54782,0.29511,0.30969,0.14187,1.91609,2.4267,1.56443,0.000911,0.000911,0.000911
112,12779.3,1.52517,1.62947,1.33214,0.59189,0.28608,0.33203,0.15451,2.00506,2.21881,1.61249,0.0009011,0.0009011,0.0009011
113,12895.6,1.52796,1.62641,1.32267,0.58797,0.2737,0.32267,0.14416,1.9535,2.64727,1.58202,0.0008912,0.0008912,0.0008912
114,13011.7,1.52601,1.61828,1.32938,0.62117,0.26576,0.30871,0.145,1.87611,2.35342,1.5365,0.0008813,0.0008813,0.0008813
115,13127.7,1.48097,1.60655,1.32337,0.53804,0.3211,0.34184,0.16695,1.85201,2.55491,1.50798,0.0008714,0.0008714,0.0008714
116,13244,1.48709,1.61432,1.31796,0.58545,0.2844,0.32172,0.14629,1.91489,2.45088,1.51644,0.0008615,0.0008615,0.0008615
117,13361.3,1.48625,1.62796,1.3288,0.65667,0.2983,0.34836,0.16433,1.97069,2.36208,1.55064,0.0008516,0.0008516,0.0008516
118,13478.7,1.51849,1.63174,1.32056,0.58768,0.29817,0.34123,0.16178,2.02038,2.31747,1.64831,0.0008417,0.0008417,0.0008417
119,13595.2,1.49853,1.6217,1.33641,0.59474,0.28947,0.32912,0.15952,1.92265,2.51158,1.58228,0.0008318,0.0008318,0.0008318
120,13712.2,1.45321,1.6226,1.32491,0.60031,0.28746,0.33257,0.15601,1.93783,2.26971,1.55674,0.0008219,0.0008219,0.0008219
121,13828.9,1.44093,1.59447,1.3194,0.57606,0.31346,0.34046,0.15592,1.97595,2.37957,1.57619,0.000812,0.000812,0.000812
122,13946.8,1.52703,1.59315,1.31995,0.56206,0.30581,0.33718,0.16216,1.95459,2.3628,1.57219,0.0008021,0.0008021,0.0008021
123,14064.3,1.47829,1.60681,1.31745,0.52139,0.30428,0.32307,0.16694,1.904,2.25638,1.56724,0.0007922,0.0007922,0.0007922
124,14179.9,1.45253,1.58098,1.31022,0.64563,0.30581,0.36303,0.17371,1.88603,2.22532,1.60121,0.0007823,0.0007823,0.0007823
125,14294,1.4633,1.55269,1.29886,0.5494,0.31651,0.35766,0.16995,1.91715,2.24005,1.53948,0.0007724,0.0007724,0.0007724
126,14407.2,1.47481,1.58175,1.3177,0.59441,0.28593,0.33708,0.16522,1.84162,2.32845,1.51484,0.0007625,0.0007625,0.0007625
127,14521.7,1.49994,1.6136,1.31207,0.60581,0.31346,0.35013,0.16988,1.91657,2.25184,1.54415,0.0007526,0.0007526,0.0007526
128,14635.8,1.44112,1.53909,1.30334,0.62807,0.28899,0.34935,0.16518,1.91106,2.32324,1.5416,0.0007427,0.0007427,0.0007427
129,14750,1.46835,1.59052,1.3072,0.60908,0.3211,0.36299,0.17464,1.83198,2.21445,1.50285,0.0007328,0.0007328,0.0007328
130,14863.8,1.45869,1.56878,1.31573,0.56828,0.30581,0.3558,0.16949,1.88956,2.3402,1.51048,0.0007229,0.0007229,0.0007229
131,14978.3,1.46926,1.50488,1.28519,0.58001,0.31651,0.33255,0.16159,1.80509,2.20952,1.48651,0.000713,0.000713,0.000713
132,15092.3,1.4602,1.55112,1.2971,0.6799,0.30734,0.369,0.18178,1.86109,2.47549,1.48128,0.0007031,0.0007031,0.0007031
133,15206.9,1.43907,1.53131,1.29718,0.60508,0.3211,0.37359,0.18138,1.90057,2.30182,1.53836,0.0006932,0.0006932,0.0006932
134,15324.4,1.45969,1.53567,1.29659,0.56104,0.33028,0.36552,0.17471,1.97789,2.27802,1.63179,0.0006833,0.0006833,0.0006833
135,15440.6,1.45513,1.5146,1.30523,0.62532,0.31133,0.36299,0.1748,1.89533,2.59654,1.56716,0.0006734,0.0006734,0.0006734
136,15554,1.42471,1.51514,1.3083,0.57377,0.31498,0.35372,0.17257,1.95148,2.31516,1.57551,0.0006635,0.0006635,0.0006635
137,15667.5,1.44215,1.50463,1.29473,0.67843,0.29511,0.3611,0.17414,1.91163,2.45403,1.55161,0.0006536,0.0006536,0.0006536
138,15782.1,1.47432,1.49799,1.27948,0.60879,0.3211,0.388,0.19062,1.83204,2.28949,1.51401,0.0006437,0.0006437,0.0006437
139,15895.9,1.44771,1.51176,1.28508,0.65276,0.31346,0.37189,0.18285,1.8284,2.34532,1.49295,0.0006338,0.0006338,0.0006338
140,16008.7,1.43397,1.48473,1.286,0.60247,0.33028,0.37817,0.18692,1.95852,2.1767,1.56163,0.0006239,0.0006239,0.0006239
141,16120.8,1.41186,1.50487,1.27728,0.67186,0.3104,0.3773,0.18247,1.8124,2.28878,1.47974,0.000614,0.000614,0.000614
142,16233.2,1.42215,1.47122,1.27351,0.61919,0.31346,0.3755,0.18816,1.76323,2.19706,1.46624,0.0006041,0.0006041,0.0006041
143,16344.9,1.42481,1.47253,1.28421,0.53569,0.3318,0.36622,0.17879,1.88479,2.21006,1.48609,0.0005942,0.0005942,0.0005942
144,16456.8,1.39917,1.46346,1.28094,0.61004,0.31193,0.37356,0.17872,1.80332,2.14915,1.49115,0.0005843,0.0005843,0.0005843
145,16569.5,1.3856,1.41241,1.25784,0.58722,0.33792,0.37947,0.18942,1.91079,2.14377,1.56353,0.0005744,0.0005744,0.0005744
146,16682.6,1.39888,1.4428,1.26257,0.5645,0.35168,0.38625,0.18878,1.8309,2.2357,1.48569,0.0005645,0.0005645,0.0005645
147,16795.1,1.40439,1.44145,1.27962,0.53867,0.35168,0.3927,0.19412,1.8131,2.16683,1.49564,0.0005546,0.0005546,0.0005546
148,16910.4,1.38995,1.43466,1.27507,0.60756,0.31651,0.38525,0.18879,1.88891,2.19851,1.49256,0.0005447,0.0005447,0.0005447
149,17027.1,1.45896,1.45247,1.26211,0.55696,0.36391,0.39404,0.19272,1.74964,2.19231,1.46142,0.0005348,0.0005348,0.0005348
150,17143.2,1.38354,1.4182,1.26598,0.63923,0.32263,0.37351,0.18135,1.80027,2.14253,1.50567,0.0005249,0.0005249,0.0005249
151,17258.9,1.39743,1.43195,1.26442,0.66293,0.32722,0.38617,0.18612,1.84559,2.18034,1.52303,0.000515,0.000515,0.000515
152,17375,1.3979,1.43472,1.26736,0.56234,0.34775,0.38969,0.18867,1.96346,2.15052,1.69822,0.0005051,0.0005051,0.0005051
153,17491.5,1.41286,1.4255,1.2549,0.65291,0.34098,0.3908,0.19242,1.94506,2.21421,1.53411,0.0004952,0.0004952,0.0004952
154,17605,1.3629,1.40452,1.25299,0.56584,0.33792,0.39308,0.19641,1.89125,2.35505,1.54336,0.0004853,0.0004853,0.0004853
155,17720.2,1.36746,1.42918,1.26623,0.69579,0.32416,0.3987,0.19566,1.86083,2.29524,1.55359,0.0004754,0.0004754,0.0004754
156,17833.1,1.31862,1.3292,1.23862,0.67449,0.33945,0.40601,0.19838,1.93013,2.15246,1.61125,0.0004655,0.0004655,0.0004655
157,17945.4,1.35621,1.38669,1.2573,0.6538,0.34862,0.41339,0.20594,1.89064,2.11173,1.55429,0.0004556,0.0004556,0.0004556
158,18058.6,1.39247,1.38605,1.24574,0.62047,0.35321,0.40949,0.19834,1.83402,2.16876,1.50309,0.0004457,0.0004457,0.0004457
159,18171.8,1.36897,1.35016,1.24807,0.63499,0.35474,0.41789,0.19939,1.84186,2.17432,1.53665,0.0004358,0.0004358,0.0004358
160,18285.4,1.39375,1.38576,1.24931,0.61224,0.35015,0.41148,0.20349,1.90331,2.22124,1.57344,0.0004259,0.0004259,0.0004259
161,18398.5,1.39048,1.37433,1.24982,0.59136,0.35474,0.40518,0.19748,1.88137,2.15962,1.5436,0.000416,0.000416,0.000416
162,18510.8,1.34976,1.38566,1.25728,0.67957,0.34404,0.42152,0.21067,1.84495,2.07203,1.5136,0.0004061,0.0004061,0.0004061
163,18623,1.35983,1.35979,1.24128,0.63557,0.34934,0.41221,0.20427,1.87048,2.0886,1.52829,0.0003962,0.0003962,0.0003962
164,18735.1,1.35474,1.36593,1.23752,0.67748,0.33639,0.41239,0.206,2.0181,2.1226,1.64786,0.0003863,0.0003863,0.0003863
165,18847.8,1.37848,1.4139,1.25535,0.65722,0.33486,0.41818,0.21248,1.99866,2.13086,1.6041,0.0003764,0.0003764,0.0003764
166,18960.1,1.348,1.3541,1.24106,0.62057,0.35015,0.40926,0.20511,1.9742,2.10259,1.61247,0.0003665,0.0003665,0.0003665
167,19072.3,1.36789,1.34691,1.23827,0.64781,0.35168,0.42197,0.20522,2.05432,2.12558,1.62944,0.0003566,0.0003566,0.0003566
168,19185.1,1.35771,1.34032,1.24325,0.62195,0.3685,0.42741,0.21088,1.96774,2.17648,1.56281,0.0003467,0.0003467,0.0003467
169,19298.2,1.34706,1.35347,1.24258,0.70418,0.34579,0.42412,0.20833,1.98906,2.1846,1.59046,0.0003368,0.0003368,0.0003368
170,19410.1,1.36044,1.36218,1.23911,0.65536,0.35627,0.41875,0.20793,1.976,2.17799,1.56595,0.0003269,0.0003269,0.0003269
171,19522.4,1.35017,1.33241,1.24067,0.65332,0.35015,0.4236,0.21124,1.96549,2.02345,1.58585,0.000317,0.000317,0.000317
172,19634.6,1.3268,1.33031,1.23383,0.7074,0.34098,0.41618,0.21087,1.9035,2.15854,1.51885,0.0003071,0.0003071,0.0003071
173,19747.9,1.34044,1.31021,1.23981,0.65726,0.35474,0.41799,0.21009,1.91248,2.0698,1.53246,0.0002972,0.0002972,0.0002972
174,19861.1,1.32535,1.3117,1.23453,0.6382,0.36239,0.42854,0.21354,1.81975,2.07105,1.48494,0.0002873,0.0002873,0.0002873
175,19973.6,1.32562,1.30808,1.22396,0.66755,0.35474,0.42651,0.21286,1.87692,2.1232,1.53397,0.0002774,0.0002774,0.0002774
176,20087.6,1.36255,1.31638,1.22919,0.64408,0.37309,0.43927,0.21935,1.83263,2.14519,1.5208,0.0002675,0.0002675,0.0002675
177,20200.2,1.32302,1.31471,1.22766,0.63352,0.35684,0.42516,0.20957,1.87423,2.11881,1.55384,0.0002576,0.0002576,0.0002576
178,20313.1,1.31604,1.32708,1.22412,0.61672,0.3685,0.42319,0.21827,1.82329,2.12339,1.53004,0.0002477,0.0002477,0.0002477
179,20425.7,1.30322,1.3017,1.22269,0.67361,0.34709,0.42478,0.21286,1.81606,2.13338,1.52779,0.0002378,0.0002378,0.0002378
180,20538.2,1.33373,1.30034,1.21778,0.64887,0.37156,0.43697,0.22146,1.80623,2.02879,1.51747,0.0002279,0.0002279,0.0002279
181,20651.5,1.31905,1.28824,1.22177,0.65318,0.3685,0.44026,0.21793,1.89459,2.07962,1.5551,0.000218,0.000218,0.000218
182,20765.4,1.33355,1.28942,1.21729,0.65879,0.38226,0.44841,0.22285,1.78774,2.11064,1.51144,0.0002081,0.0002081,0.0002081
183,20878.2,1.30843,1.25931,1.20901,0.64306,0.36087,0.43352,0.21555,1.86886,2.11629,1.53297,0.0001982,0.0001982,0.0001982
184,20992,1.34921,1.30094,1.2125,0.70115,0.35321,0.43626,0.21964,1.83238,2.06657,1.51869,0.0001883,0.0001883,0.0001883
