epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,745.647,1.7083,1.91887,1.54239,0.31808,0.18391,0.17101,0.08031,1.86816,2.43732,1.75506,0.0008912,0.0008912,0.0008912
58,758.785,1.68756,1.91979,1.54588,0.39759,0.13793,0.15211,0.07909,1.8607,2.42473,1.75727,0.0008714,0.0008714,0.0008714
59,771.713,1.70855,1.95329,1.5408,0.27377,0.17816,0.13234,0.0646,1.8587,2.6042,1.73279,0.0008516,0.0008516,0.0008516
60,784.799,1.73224,1.9013,1.55235,0.28867,0.16667,0.11763,0.05788,1.88423,2.52682,1.75176,0.0008318,0.0008318,0.0008318
61,797.857,1.69697,1.90697,1.54869,0.36047,0.1092,0.11519,0.05243,1.91165,2.9157,1.79806,0.000812,0.000812,0.000812
62,810.867,1.63731,1.85774,1.51992,0.35781,0.13793,0.1446,0.07182,1.87142,2.53008,1.79044,0.0007922,0.0007922,0.0007922
63,823.857,1.68509,1.86703,1.54961,0.32555,0.21264,0.1812,0.09012,1.86778,2.3671,1.79111,0.0007724,0.0007724,0.0007724
64,836.822,1.65706,1.85244,1.52787,0.35129,0.16092,0.14407,0.07157,1.90303,2.45063,1.80159,0.0007526,0.0007526,0.0007526
65,849.89,1.66258,1.81511,1.5162,0.40347,0.13218,0.12943,0.06926,1.85593,2.66447,1.73738,0.0007328,0.0007328,0.0007328
66,862.822,1.68277,1.84208,1.52721,0.3465,0.15517,0.14133,0.0714,1.81021,2.55621,1.71436,0.000713,0.000713,0.000713
67,875.604,1.63663,1.78809,1.5193,0.23727,0.17521,0.13664,0.068,1.81745,2.53359,1.73583,0.0006932,0.0006932,0.0006932
68,888.289,1.66465,1.8269,1.5482,0.38906,0.13793,0.1397,0.06281,1.83385,2.45003,1.71975,0.0006734,0.0006734,0.0006734
69,901.186,1.6205,1.78187,1.50632,0.24102,0.17816,0.15702,0.07299,1.86154,2.44724,1.72825,0.0006536,0.0006536,0.0006536
70,914.083,1.63611,1.80558,1.52276,0.21177,0.18391,0.12272,0.06295,1.86862,2.60512,1.749,0.0006338,0.0006338,0.0006338
71,927.184,1.68411,1.7857,1.50066,0.2235,0.16212,0.11867,0.05996,1.87486,2.66167,1.75331,0.000614,0.000614,0.000614
72,940.282,1.62256,1.76139,1.4976,0.2472,0.13218,0.1206,0.05725,1.94554,2.82415,1.83494,0.0005942,0.0005942,0.0005942
73,953.319,1.64251,1.7591,1.47908,0.27427,0.14943,0.1494,0.07441,1.89602,2.58423,1.77753,0.0005744,0.0005744,0.0005744
74,966.24,1.59368,1.76863,1.48581,0.28231,0.14368,0.13519,0.07438,1.87595,2.63044,1.75002,0.0005546,0.0005546,0.0005546
75,979.291,1.59355,1.69998,1.47975,0.3156,0.13218,0.12871,0.06969,1.85726,2.57021,1.75552,0.0005348,0.0005348,0.0005348
76,992.218,1.60236,1.7069,1.48667,0.54957,0.11494,0.13594,0.06772,1.86319,2.72829,1.75256,0.000515,0.000515,0.000515
77,1005.3,1.61136,1.71602,1.48245,0.27484,0.17241,0.14905,0.0775,1.84338,2.6412,1.70306,0.0004952,0.0004952,0.0004952
78,1018.29,1.58295,1.67478,1.48376,0.23054,0.16667,0.136,0.07503,1.92677,2.56409,1.8213,0.0004754,0.0004754,0.0004754
79,1031.25,1.56486,1.67423,1.45704,0.35676,0.14368,0.15804,0.08509,1.81193,2.52789,1.70419,0.0004556,0.0004556,0.0004556
80,1044.22,1.58364,1.63877,1.48042,0.3548,0.17816,0.15916,0.07824,1.94358,2.57912,1.8191,0.0004358,0.0004358,0.0004358
81,1057.07,1.57993,1.63269,1.47886,0.2262,0.16092,0.14339,0.07151,1.93454,2.65315,1.78743,0.000416,0.000416,0.000416
82,1069.79,1.59273,1.62336,1.47036,0.29872,0.16667,0.16099,0.0832,1.89946,2.56977,1.80165,0.0003962,0.0003962,0.0003962
83,1082.54,1.57303,1.63969,1.46913,0.28425,0.14368,0.13483,0.07206,1.90948,2.65469,1.81678,0.0003764,0.0003764,0.0003764
84,1095.28,1.51328,1.60571,1.45843,0.36999,0.15517,0.14663,0.07599,1.88717,2.57936,1.77314,0.0003566,0.0003566,0.0003566
85,1108.05,1.49876,1.58998,1.45637,0.24494,0.15517,0.14095,0.07501,1.86992,2.47468,1.74975,0.0003368,0.0003368,0.0003368
86,1120.89,1.51226,1.57866,1.44781,0.24601,0.15517,0.14376,0.07052,1.93809,2.59409,1.80382,0.000317,0.000317,0.000317
87,1133.66,1.54389,1.56976,1.4405,0.3623,0.12644,0.12749,0.06273,1.96342,2.77586,1.83446,0.0002972,0.0002972,0.0002972
88,1146.57,1.54509,1.56969,1.4651,0.51095,0.11494,0.14304,0.07732,1.90974,2.65848,1.80388,0.0002774,0.0002774,0.0002774
89,1159.45,1.53705,1.54239,1.43511,0.51516,0.1092,0.13706,0.07137,1.91208,2.62995,1.82984,0.0002576,0.0002576,0.0002576
90,1172.42,1.53045,1.53373,1.43161,0.18796,0.16667,0.12733,0.06602,1.96329,2.67287,1.83034,0.0002378,0.0002378,0.0002378
91,1185.63,1.57998,1.67119,1.51811,0.33218,0.13218,0.13221,0.06839,1.95205,2.60701,1.822,0.000218,0.000218,0.000218
92,1198.43,1.54938,1.53511,1.49967,0.29698,0.14368,0.13195,0.06952,1.91226,2.56034,1.78178,0.0001982,0.0001982,0.0001982
93,1211.32,1.52811,1.49982,1.47779,0.35795,0.16092,0.14315,0.07372,1.98858,2.64992,1.8426,0.0001784,0.0001784,0.0001784
94,1224.23,1.5209,1.4891,1.46908,0.2799,0.15638,0.14167,0.07321,1.94638,2.62823,1.83,0.0001586,0.0001586,0.0001586
95,1237.21,1.50707,1.4682,1.47695,0.41786,0.16667,0.1606,0.08506,1.91772,2.52412,1.79476,0.0001388,0.0001388,0.0001388
96,1250.1,1.52638,1.45428,1.47677,0.27496,0.15517,0.14283,0.07299,1.94454,2.64891,1.82402,0.000119,0.000119,0.000119
97,1262.97,1.48073,1.44118,1.47595,0.24633,0.18966,0.14264,0.07423,1.93907,2.64955,1.81592,9.92e-05,9.92e-05,9.92e-05
98,1275.93,1.49075,1.42938,1.46258,0.25872,0.16249,0.14055,0.07447,1.95248,2.71787,1.82173,7.94e-05,7.94e-05,7.94e-05
99,1288.74,1.46855,1.43511,1.44994,0.41474,0.13218,0.14641,0.07582,1.9296,2.69757,1.80582,5.96e-05,5.96e-05,5.96e-05
100,1301.75,1.47198,1.38936,1.43742,0.28467,0.16092,0.15038,0.07797,1.94632,2.68076,1.83274,3.98e-05,3.98e-05,3.98e-05
